450,-26.1723 ,208.747
451,-21.6062 ,204.181
452,-17.0667 ,199.641
453,-12.5511 ,195.126
454,-8.05759 ,190.632
455,-3.58472 ,186.16
456,0.86833 ,181.706
457,5.30184 ,177.273
458,9.71558 ,172.859
459,14.1089 ,168.466
460,18.4805 ,164.094
461,22.8289 ,159.746
462,27.152 ,155.423
463,31.4474 ,151.127
464,35.7122 ,146.863
465,39.9435 ,142.631
466,44.1379 ,138.437
467,48.2917 ,134.283
468,52.4011 ,130.174
469,56.4623 ,126.113
470,60.4711 ,122.104
471,64.4254 ,118.149
472,68.3178 ,114.257
473,72.1425 ,110.432
474,75.9051 ,106.67
475,79.5925 ,102.982
476,83.2042 ,99.3706
477,86.7369 ,95.8379
478,90.1876 ,92.3872
479,93.5449 ,89.0299
480,96.8226 ,85.7522
481,100.023 ,82.5522
482,103.122 ,79.453
483,106.115 ,76.46
484,109.028 ,73.5472
485,111.865 ,70.71
486,114.573 ,68.0017
487,117.206 ,65.369
488,119.746 ,62.8291
489,122.219 ,60.3562
490,124.551 ,58.0239
491,126.848 ,55.7272
492,128.999 ,53.5759
493,131.126 ,51.4489
494,133.138 ,49.4366
495,135.069 ,47.5061
496,136.881 ,45.694
497,138.653 ,43.9222
498,140.392 ,42.1824
499,141.975 ,40.6002
500,143.576 ,38.9986
501,145.018 ,37.5571
502,146.441 ,36.1338
503,147.854 ,34.7207
504,149.104 ,33.4712
505,150.403 ,32.1714
506,151.595 ,30.9803
507,152.674 ,29.9004
508,153.822 ,28.7532
509,154.8 ,27.7746
510,155.857 ,26.7182
511,156.807 ,25.7675
512,157.65 ,24.9246
513,158.585 ,23.9893
514,159.348 ,23.2269
515,160.212 ,22.3632
516,160.901 ,21.674
517,161.7 ,20.8753
518,162.322 ,20.2525
519,162.988 ,19.5872
520,163.625 ,18.9502
521,164.235 ,18.3403
522,164.896 ,17.6785
523,165.457 ,17.1179
524,165.994 ,16.5806
525,166.429 ,16.1457
526,166.922 ,15.6526
527,167.395 ,15.1798
528,167.931 ,14.6436
529,168.367 ,14.2075
530,168.786 ,13.7889
531,169.188 ,13.3869
532,169.574 ,13.0007
533,169.945 ,12.6297
534,170.302 ,12.2731
535,170.558 ,12.017
536,170.974 ,11.6006
537,171.291 ,11.2834
538,171.597 ,10.9782
539,171.802 ,10.7731
540,172.084 ,10.4906
541,172.446 ,10.1291
542,172.618 ,9.95637
543,172.871 ,9.70373
544,173.205 ,9.36962
545,173.35 ,9.22529
546,173.667 ,8.90753
547,173.795 ,8.78008
548,174.006 ,8.56906
549,174.302 ,8.27331
550,174.499 ,8.07629
551,174.596 ,7.97847
552,174.78 ,7.79479
553,174.958 ,7.61725
554,175.222 ,7.35246
555,175.389 ,7.18626
556,175.456 ,7.11896
557,175.705 ,6.8699
558,175.762 ,6.81313
559,175.907 ,6.66749
560,176.142 ,6.43237
561,176.185 ,6.38983
562,176.317 ,6.25746
563,176.54 ,6.03474
564,176.665 ,5.91026
565,176.691 ,5.88419
566,176.902 ,5.67252
567,176.921 ,5.65374
568,177.126 ,5.44879
569,177.233 ,5.34185
570,177.337 ,5.23803
571,177.343 ,5.23223
572,177.44 ,5.13437
573,177.536 ,5.0393
574,177.723 ,4.85179
575,177.718 ,4.85712
576,177.805 ,4.76983
577,177.89 ,4.68495
578,177.972 ,4.60239
579,178.053 ,4.52209
580,178.131 ,4.44395
581,178.207 ,4.36791
582,178.376 ,4.1987
583,178.353 ,4.22184
584,178.423 ,4.15167
585,178.587 ,3.98816
586,178.558 ,4.01674
587,178.623 ,3.95187
588,178.686 ,3.88866
589,178.748 ,3.82704
590,178.808 ,3.76696
591,178.866 ,3.70839
592,178.924 ,3.65126
593,179.074 ,3.50063
594,179.128 ,3.44631
595,179.181 ,3.39331
596,179.138 ,3.43635
597,179.284 ,3.29111
598,179.238 ,3.33648
599,179.381 ,3.1937
600,179.334 ,3.24126
601,179.38 ,3.1953
602,179.519 ,3.05599
603,179.563 ,3.01219
604,179.511 ,3.06367
605,179.647 ,2.92755
606,179.594 ,2.98082
607,179.728 ,2.84669
608,179.673 ,2.90161
609,179.711 ,2.86332
610,179.749 ,2.82586
611,179.786 ,2.78921
612,179.915 ,2.65966
613,179.857 ,2.71827
614,179.984 ,2.5904
615,179.924 ,2.65032
616,179.957 ,2.61742
617,179.99 ,2.5852
618,180.114 ,2.46044
619,180.145 ,2.42963
620,180.082 ,2.49248
621,180.205 ,2.36989
622,180.234 ,2.34093
623,180.262 ,2.31255
624,180.29 ,2.28475
625,180.225 ,2.35007
626,180.344 ,2.23078
627,180.37 ,2.2046
628,180.396 ,2.17893
629,180.421 ,2.15376
630,180.446 ,2.12907
631,180.47 ,2.10486
632,180.494 ,2.08111
633,180.517 ,2.05782
634,180.448 ,2.12667
635,180.562 ,2.01253
636,180.493 ,2.08204
637,180.606 ,1.96893
638,180.627 ,1.94773
639,180.557 ,2.01813
640,180.577 ,1.99759
641,180.688 ,1.88642
642,180.617 ,1.95763
643,180.637 ,1.93818
644,180.746 ,1.82837
645,180.765 ,1.80971
646,180.693 ,1.88187
647,180.711 ,1.86375
648,180.819 ,1.75566
649,180.746 ,1.82845
650,180.854 ,1.72117
651,180.87 ,1.70437
652,180.887 ,1.68786
653,180.813 ,1.76139
654,180.829 ,1.74532
655,180.845 ,1.72952
656,180.95 ,1.62454
657,180.876 ,1.6987
658,180.891 ,1.68367
659,180.995 ,1.57976
660,180.92 ,1.65434
661,180.935 ,1.64003
662,181.038 ,1.53714
663,181.051 ,1.52339
664,180.976 ,1.59845
665,180.99 ,1.58502
666,181.091 ,1.48343
667,181.104 ,1.47053
668,181.117 ,1.45783
669,181.041 ,1.53339
670,181.142 ,1.43303
671,181.154 ,1.42091
672,181.078 ,1.49671
673,181.178 ,1.39723
674,181.189 ,1.38565
675,181.201 ,1.37426
676,181.212 ,1.36303
677,181.223 ,1.35197
678,181.234 ,1.34108
679,181.244 ,1.33035
680,181.168 ,1.40664
681,181.179 ,1.39611
682,181.276 ,1.29908
683,181.199 ,1.37551
684,181.296 ,1.27899
685,181.219 ,1.35549
686,181.229 ,1.34569
687,181.239 ,1.33603
688,181.334 ,1.2405
689,181.344 ,1.23121
690,181.267 ,1.30785
691,181.362 ,1.21303
692,181.285 ,1.28971
693,181.379 ,1.19535
694,181.388 ,1.18669
695,181.311 ,1.26341
696,181.32 ,1.25488
697,181.413 ,1.16142
698,181.422 ,1.15322
699,181.345 ,1.22997
700,181.438 ,1.13716
701,181.361 ,1.2139
702,181.453 ,1.12151
703,181.461 ,1.11384
704,181.384 ,1.19058
705,181.476 ,1.09881
706,181.483 ,1.09144
707,181.407 ,1.16815
708,181.414 ,1.16086
709,181.505 ,1.06989
710,181.512 ,1.06289
711,181.519 ,1.05598
712,181.526 ,1.04916
713,181.449 ,1.12578
714,181.539 ,1.03577
715,181.546 ,1.0292
716,181.552 ,1.02271
717,181.476 ,1.09924
718,181.565 ,1.00997
719,181.488 ,1.08645
720,181.495 ,1.08017
721,181.501 ,1.07396
722,181.507 ,1.06783
723,181.595 ,0.979453
724,181.601 ,0.973568
725,181.607 ,0.967754
726,181.613 ,0.962009
727,181.618 ,0.956332
728,181.542 ,1.03253
729,181.63 ,0.945177
730,181.635 ,0.939697
731,181.559 ,1.01578
732,181.646 ,0.928927
733,181.57 ,1.00493
734,181.575 ,0.999597
735,181.58 ,0.994324
736,181.586 ,0.98911
737,181.672 ,0.903063
738,181.596 ,0.978855
739,181.682 ,0.893122
740,181.606 ,0.968825
741,181.611 ,0.963892
742,181.616 ,0.959013
743,181.701 ,0.873897
744,181.625 ,0.949413
745,181.63 ,0.94469
746,181.715 ,0.860027
747,181.719 ,0.855503
748,181.724 ,0.851029
749,181.649 ,0.926296
750,181.653 ,0.921819
751,181.657 ,0.917388
752,181.662 ,0.913004
753,181.666 ,0.908665
754,181.75 ,0.825168
755,181.675 ,0.900121
756,181.758 ,0.816907
757,181.683 ,0.891752
758,181.687 ,0.887631
759,181.77 ,0.804836
760,181.774 ,0.800894
761,181.699 ,0.875516
762,181.703 ,0.871559
763,181.707 ,0.867641
764,181.711 ,0.863762
765,181.793 ,0.781782
766,181.719 ,0.856118
767,181.722 ,0.852352
768,181.804 ,0.770771
769,181.808 ,0.767173
770,181.734 ,0.841273
771,181.737 ,0.837651
772,181.818 ,0.756591
773,181.822 ,0.753132
774,181.748 ,0.826992
775,181.751 ,0.823506
776,181.755 ,0.820054
777,181.835 ,0.73963
778,181.762 ,0.813245
779,181.765 ,0.809889
780,181.768 ,0.806563
781,181.848 ,0.726638
782,181.851 ,0.723467
783,181.854 ,0.720325
784,181.858 ,0.717213
785,181.784 ,0.79039
786,181.788 ,0.787244
